feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target,gender
-1.1981584124750106,-0.9172066963350255,0.5608432859764206,-0.6145293391735335,-0.8906009948384661,1.3186402477700434,-1.603198702447924,1.8716251761632918,1.0611317569487992,-1.3770401894370583,-1.5131963424148063,4.661645524892392,-0.4981540325749508,1.7452521698961663,2.232999871138646,-0.2652287522247021,-2.9435021978375304,-0.6578272043986504,1.149430492692954,1.4413991103217594,0,Male
0.17895641128644235,0.4886951457474786,0.5692578552242005,0.5547458082427815,-0.6899460101354125,0.9912496556461907,1.5317160477867064,-1.050304114077939,0.7400242527800978,-0.3786786927501306,-0.21326980005498286,2.211132480014938,-2.9286950703802725,0.4462513603036975,5.219133778393598,-1.2416200616581716,4.153764371057054,-0.7442414649949665,-4.002180855242795,1.0316231128716402,1,Female
0.003962181121075194,0.6221409737006393,-1.357824006633294,0.44194438380837825,-2.8456962198025986,-0.5580414331660606,0.5268629019916267,-0.2487391331950315,-0.4458294809755354,-0.8270375650347882,-0.9594820506884804,-1.1674977260877712,-2.660244981640245,-1.2486317955755954,-1.4302866753941461,0.5523771930093442,2.576594864392768,0.7518998274731048,1.0247834579104742,-0.2849695087881883,0,Male
-0.1255575207095274,-1.1019098449744804,0.693013719684713,1.2352297779931256,-1.599912614583866,1.3643530860591992,-2.275475159910495,1.2586625269584113,-0.7206666241293449,0.4040077867516252,-1.8710949695267347,0.15909372000672384,-2.004733649976622,-0.04368237786112017,0.13144290120286461,-0.8945698475865421,1.7797795607760665,-3.1677735278131602,1.3518166760524846,-1.4510913607849394,1,Male
-0.9623156927902224,1.0106008528835686,0.9178733031451253,0.36650364774985467,-2.3356519137720486,-1.0539028444962435,-0.6808563474136751,2.667536503387887,0.7030493046860262,0.3652402750183186,-0.8533392284743182,2.8422021624006284,1.6352530608683904,-0.2644425431094888,-1.6588716069360243,-1.9126108431884679,1.6824779782667911,-1.7154636261758407,-1.2344452814190865,0.44933505268793483,1,Male
-0.27544280674781435,0.3706382986453923,0.5179694275492406,1.1223679453011257,1.21620915152487,-0.5629734260666611,-0.44632115912746606,-1.0816913196494315,-1.2956275488961355,1.4873582772486422,-0.6189233193396573,-1.1375198404730518,1.414879070519642,3.533710750756396,-0.45651227734847155,-0.1669267936541179,1.4652822817815516,1.5245557659270657,0.28451290087230563,-0.4043698094403979,1,Female
-0.41227886332722014,1.5600376578908255,0.13705561276816447,-0.5301573530521742,-2.3895492972626107,-0.6283500631070997,-2.345502639177207,1.2226632219484144,1.0865833433451362,0.7980481544675636,0.8072732386428112,1.8415845050172093,-0.8462295331407861,0.6449530197908666,-0.1991248632271887,-0.7456155577648724,3.3225486099770856,-1.0177648482944386,-0.6226639678236521,0.8896776400867716,1,Male
-0.966520600012575,-0.2646082963626374,1.2847378690390905,-1.8778656063735852,1.1300830128377481,0.8317415464402833,-1.034089106365789,-0.6208830245908383,0.9573482609722477,-1.824483322907456,-0.2614272614874149,-1.3829149594926164,-3.1589066653049014,1.8449728856226277,1.1345161430511834,0.3347296966024498,3.1457005695367495,1.4144522744727848,1.1710941716748375,-0.15646300967193336,1,Male
-0.43154580339070847,1.2951133058467754,1.2402802769283487,0.5167464322875994,-1.5707177594449395,-1.3857139837617896,-1.0101468142224082,2.356706232755675,1.0632013200515105,0.5524368099775481,-1.5823256673229606,1.1936433917803113,0.4849655412713126,0.27428631311216156,-1.6464041563672307,0.005665584415509767,1.3999068504266605,-0.3755109973440447,0.21605393473603082,-0.22769657636087406,1,Male
0.3075529177284476,-1.2492969257351465,-0.4389507704988207,-0.20639905744054216,-2.419793545264397,1.5103356292578214,2.085298549848397,2.6848932598746384,0.1209954343635004,0.2698236323771812,0.21671722144447902,-2.5525280405045896,-3.423855813233016,-2.3479142186288984,-2.054593823450804,-1.3272840378781467,1.2698455764610002,-0.2215972384279692,3.0397353962033318,-1.1770203880226942,0,Female
0.6628880162750469,-0.21642099730751954,1.454955682372252,0.9870692442752159,1.0986673851005424,-0.5282009646050047,-0.9814225218071743,1.0287383952065066,0.9353033453805998,-0.26198474917413045,-0.9422670731202106,-4.035965585423229,1.968444190253266,4.210571818572328,-0.8727289686109396,-0.268943188407163,-0.17875038669293497,-0.02137988200857277,2.4542770332327333,1.0927376267430766,1,Male
-0.06268234294842537,0.12845911573981503,1.0181314841847162,0.24467203434693838,-0.3740535671876556,-0.12450590354093638,1.2927893095602891,-0.4092018306647165,-0.5117741884962371,-1.3937595359168644,1.736241699675869,1.4573364265919433,2.022247286643069,0.6798820554986895,-1.0734746274445552,0.676047378169482,-3.2232743119431575,2.2889340058406313,0.6747604969545512,-2.6579632604532417,0,Male
0.38161823909981796,-0.655582391307999,0.5521362641417847,-0.7088247642438954,-3.275349843819302,-1.5890418012327971,-1.658301598782896,2.5914222603392902,0.8864591021364524,0.15818350084720675,0.960645406474794,3.4205313610915624,3.5931884757549373,-0.4534207655449045,-0.9863575407643131,-0.23323847216851126,1.919219305732938,-4.149427081907921,-3.347385986642732,0.6167440233985058,1,Male
-0.465032339520143,0.7639281324111726,0.7292151829307869,-1.1133285659133674,-1.1905079297021919,-1.382111765582375,2.008636973877684,-2.4544161953984474,-1.1134806613919588,0.44935281754134754,-3.8841669221756967,1.1085303965823403,2.179066126235086,1.5667438094807067,-0.2702780329716108,-0.3244348575252138,0.900407805238987,0.81094612435533,-2.015374950558465,-2.133995392000717,1,Male
1.04981119137842,0.15392581256534438,0.7544004293190443,-1.492548016245537,1.024424466025558,-1.2525745571429718,-2.692572285986011,1.4023440816100585,-1.4269882580578632,-0.9968198882565596,-0.8061544834208878,0.5765765792260875,2.2250449336718665,1.5011909370350995,-2.263268028047021,-1.6642320566135629,-0.1779884758928123,-0.03943364250364445,0.9601147360113849,0.123378762453304,1,Female
-0.9114736501237233,0.24146979713515487,-0.764971209212442,0.7692917607160128,-2.0939348221207146,3.854517991675843,-1.4840311794184893,-3.4203321215941322,0.1663048282521741,0.5134361863480024,1.7452162504591686,2.509213786298291,-6.9158025330147765,-0.4326441615686625,3.3384108192959983,0.40480136393978533,0.7551786306450046,1.0113731519314566,2.0388554715945357,0.53417885495355,1,Male
0.7952672124822038,-0.19518167291457722,-0.857134710434541,0.09256061717143475,-4.355637164500596,-0.3546535733601569,-2.534125476586272,4.423848926681364,1.352774175754248,1.605198015209525,1.0740620333032722,-2.6010092793336943,-10.099416413058028,-1.9174204745935572,3.3943366760914273,0.27127303010929316,-1.92377525654596,1.9327491347968953,6.38794957067242,0.9481500118021107,0,Female
-0.37517372483555633,0.085668338354177,-0.6038860500530543,0.0671876754939992,-0.6899590418327743,-1.5548383823864187,-3.2019469527778055,-0.09985184524468704,-0.6098212167272987,-0.8816651280823552,2.9508552665486643,-2.111670759383493,-6.801282101207267,0.6388645905971218,0.6254196298623854,0.2310591210829541,0.7856737015195266,6.035551995090683,4.539941119897798,0.2812105299558777,0,Female
-0.9306495645577362,-1.2824507396686233,1.190401988425349,0.09620609990043659,-1.7130820591268783,-0.8268055925045833,0.27000111672239413,0.8884253203146635,-0.05632389649333018,0.575834160204483,-0.5487942678918742,-0.7198983805447166,0.9604444666827464,0.8476837028692994,0.20886260302807358,-1.1045766287676533,1.0880693897696458,-1.397689558240903,-0.752401299468407,0.2795391689428111,0,Female
-0.8750274215974253,-1.5826596719743449,1.7073811047544476,1.6387612469500321,-0.31793993631106776,-1.5635156167620052,0.5139945644127234,1.1365150377116475,-0.18966152512419504,0.02734299427089362,0.8132583421243896,0.7581623700724086,2.7637930315744206,1.2883645305917324,-0.9457215056379432,-0.452502847691051,-0.06231980047726926,0.7766770920714293,-1.0719395651212846,0.6452448203221168,0,Male
0.7080687853118298,0.5027250604054202,-1.2047884208037478,-1.9287965526766615,-0.5635655006460188,1.2937290949118854,-1.4279314508950143,-0.48428651227068986,0.9630827821766339,0.5240162119156936,-0.2048608929444785,1.5699162258355304,-2.054744461825158,0.7331135846742824,0.868772919355937,-0.5316105926286702,2.295906797186584,-0.4700196567664001,0.13981827930790497,-0.34501572027673644,1,Female
-0.45888309432936464,-0.6932112437288963,-0.14243133679410933,-0.27792387201509405,-2.6838834638211306,-2.1967889253386366,-2.3866268431876074,2.4649866285608937,-0.5179305623209891,1.0118431000426658,-2.040796746588552,2.369409418483368,3.1757860476194097,-0.4601692926895118,-4.248048156380943,0.9206621456615383,0.891557587276449,-2.124229680986624,-0.11715325124692438,-1.6516535641991223,1,Male
0.1395631528213373,0.12335479220716372,-1.2003204521973168,-0.6998565596577566,-0.3112978875629995,-0.25855309568682716,-2.4013039502514477,2.8445923796472696,-0.8616637033727397,-2.1023053913449403,0.11444859252861783,0.5080916513352747,-0.6330632969461891,1.633105090413236,1.867099863289803,-1.0535226203160315,-3.3902094873479944,-0.31650357269079454,2.3648880203598144,-0.13308442792068725,0,Female
-2.170916797722521,-1.109336332221177,-0.2748963788021193,-0.0057697164272695525,-0.34300263185703395,1.9363365456659785,-0.2587139635320528,2.6273270580692163,1.3181456363396653,0.07014261647740774,-2.364829574891795,-0.6071706362876563,-5.424932092573464,-0.35063592213742734,2.771696729468161,-0.688505233070774,1.503599527291546,-1.0431291493787365,2.040873375704908,-0.3368490973137053,1,Female
0.010975357338979946,0.2651140053814113,-0.8186667372001304,0.7015888492870094,-3.250255946370225,-1.8045541413917205,0.9725523263418726,0.2563813732370763,-0.01217849865708979,0.577044082566334,-3.9189582586876277,-3.135613006196845,-0.43305404765199373,1.6374232243362221,0.48259939455557865,1.0291254449563685,-0.4979678099905276,-0.23674701029447465,1.5595918965813556,-1.5527048007447624,0,Female
0.16267307156039604,-1.3153260850518884,1.168365275711301,1.0058286206592073,-2.9456148567632674,-2.2996000472669884,0.8525586954304251,0.7705905209110266,-0.5264848226902434,-0.926717162470084,2.5875215969515692,2.478985108429582,3.5161735732454247,-0.8815737715296141,-2.478223639911959,-0.6017875088606148,-0.6738885957258822,0.6680463218206492,-1.89172293316461,-0.19969908193814329,0,Female
-1.1949698952605172,-2.4504639832400694,-0.3776441622820603,0.10754190416009651,-0.37330394005676426,-0.10160871534093163,-1.7728395713067,1.3237279753927065,0.3194622960634064,-1.2676767769256603,0.04577814420537574,1.275178999449402,-0.9079965507237401,0.9108496798481046,-0.08750297512027794,1.4343532250718174,1.4567468298177317,0.11174898673526479,0.5276721559258025,1.3365480442142337,1,Female
-1.2217363696925094,2.3906481343358488,0.50981790844696,0.3577550834268766,-2.876600751401844,2.0546717590424564,1.864818184227758,1.9518574836797868,-0.09952832764775339,0.14854752771129245,-1.0904019209489764,0.7267451290327736,-2.0744881963930526,-1.581067979222206,0.06161361352393513,0.11233206838720484,-1.1462488620938038,-1.4961911684887323,1.7667286764499646,1.5111411600126732,0,Female
