transaction_amount,distance_from_home,distance_from_last_tx,age_group,fraud
28.60246591964049,129.3867549557586,4.336547454955441,adult,0
17.80110004290677,11.01760321529686,68.44806999069105,young,0
153.08266394263242,38.88063711222886,4.5094338198336885,young,0
165.29896127629638,40.9162684517145,17.667104031545634,adult,1
98.2506466276667,8.448698138402642,0.09693148125503279,senior,0
92.66280616221817,79.51554800255668,43.127647093494616,adult,0
216.89453584942098,6.310495441907962,46.97867697656092,senior,1
142.34458827125624,1.7929571031612985,5.892961775104898,senior,0
19.979947703357197,23.389008233516044,16.338335692897438,young,0
16.27181448019894,19.598500619958397,8.538314940719445,adult,0
57.21326981342957,46.557000913756774,2.3493298017414013,adult,0
48.65762844474972,90.58683153831136,4.273442767368122,adult,0
85.7337788434343,21.41137140303859,7.191117168247263,young,0
15.793029043107499,26.75599278041541,16.66825143844045,senior,0
116.02526733196663,0.6065309152005396,0.03058609453334355,young,0
63.262422049673376,145.22753044788763,19.637801613939338,young,0
84.39680881243179,7.673790154373954,12.920494742076798,adult,0
103.7614131367857,38.04646511883119,19.258579534683783,adult,0
128.49682916172284,29.104683732562393,20.846195423977235,adult,0
114.15326080691428,13.333199677161808,1.9275357920842522,senior,0
19.957002735755697,28.48047099635699,14.58703773297785,adult,0
12.574292562482647,31.47932829439671,1.460954833659437,adult,0
27.80412225315677,15.397375858865587,4.166727499107855,young,0
0.8217084076204778,117.27095643274123,20.793151734494625,adult,0
44.63941360302504,65.2057904207914,16.204456994317407,adult,0
15.787296847986495,12.83191562598683,41.12487475001262,young,0
78.24660695134703,148.02920528519758,89.54195767433569,adult,0
194.5634251354754,99.98335237091179,6.047690219637161,adult,0
22.34087922185612,67.11612716662208,17.470783709546954,senior,0
14.460211463952907,47.970933154813565,65.12807992689689,young,0
24.028152179088085,63.1960075870837,49.84411621108735,adult,0
361.7700051633074,29.71660852093818,2.1211538541494304,young,0
195.42533655504064,59.72212078732711,40.70054689746746,young,0
76.3109068340788,62.58791453653573,8.697050244826666,adult,0
56.99717606233901,10.62940259223261,6.747171166908307,adult,0
20.7261056658701,53.29439472664896,26.465082635045704,senior,0
34.00650550087218,0.6620537752063043,49.50246455321407,senior,0
98.6625568812648,91.65047252641509,4.833897695180628,young,0
43.95999358944817,17.098577090774096,7.645934740090407,young,0
130.73183675559685,10.216182652786495,6.701100984753108,adult,0
81.41589478181753,5.82573579111326,26.62236288102312,adult,0
285.40583015365326,62.205837983520304,21.79058545990935,senior,1
16.669898674347657,94.77715552636214,1.0372513436511004,young,0
226.55358982465978,140.20817289542924,7.391010070356735,adult,1
19.605706359560816,60.162339595673444,33.350737852782466,senior,0
90.20489242714432,52.65532340720354,31.494882031025497,adult,0
4.356494857638094,12.547417327862554,16.39977101595064,adult,0
105.955662968284,46.48430601555312,6.663046984146761,adult,0
45.68419066545312,70.24243151740664,6.228740192915547,young,0
158.75285466670277,71.93242992311194,10.604589908045396,adult,0
1.0966964644827173,12.396532201279944,2.4044156326395325,adult,0
65.44593765541448,19.212669767453587,32.248131515222674,young,0
10.18224825934232,10.111719516825012,11.156558223404968,young,0
13.704951040745094,95.57883941124265,3.4125861721331923,young,0
171.04977334576355,41.477562253841555,10.894249263822989,adult,0
92.4791219513498,119.0753900031893,2.4781724759161943,young,0
337.77604327476735,1.4889790200234276,47.51090395412515,adult,0
118.15617428068445,84.08002305820091,22.74896367004718,young,0
370.73731957259537,21.61013760868393,10.557038292644904,young,0
72.83531789621249,29.32925198297507,37.94525774148952,adult,0
74.41766274136653,10.663688077662552,37.249956176573775,young,0
